DATE;NIKKEI 225 - PRICE;NIKKEI 225 - 3-WEEK MOVING AVERAGE;NIKKEI 225 - 30-WEEK MOVING AVERAGE;NIKKEI 225 - 3-WEEK AVERAGE DERIVATIVE;NIKKEI 225 - 30-WEEK AVERAGE DERIVATIVE;3 - 30 DERIVATIVE DIFF;
20.10.1997;17294,51;17441,33;19108,58;-180,2466667;-23,31883333;-156,9278333;ПРОД
27.10.1997;17038,36;17179,19;19076,41;-277,76;-35,7635;-241,9965;ПРОД
03.11.1997;16458,94;16930,60;19034,52;-241,81;-46,7525;-195,0575;ПРОД
10.11.1997;15697,2;16398,17;18968,01;-674,3616667;-78,818;-595,5436667;ПРОД
17.11.1997;16283,32;16146,49;18892,40;-111,3016667;-80,1625;-31,13916667;ПРОД
24.11.1997;16721,58;16234,03;18827,44;257,16;-59,63383333;316,7938333;КУП
01.12.1997;17007,59;16670,83;18743,87;611,4216667;-92,87816667;704,2998333;КУП
08.12.1997;16131,57;16620,25;18610,14;-294,2733333;-158,811;-135,4623333;ПРОД
15.12.1997;15909,39;16349,52;18457,46;-380,8033333;-162,1523333;-218,651;ПРОД
22.12.1997;14799,4;15613,45;18282,66;-968,73;-185,8656667;-782,8643333;ПРОД
29.12.1997;14775,22;15161,34;18093,43;-310,1433333;-196,4298333;-113,7135;ПРОД
05.01.1998;14956,84;14843,82;17917,87;-250,2166667;-168,7385;-81,47816667;ПРОД
12.01.1998;14664,44;14798,83;17717,31;91,27833333;-213,0485;304,3268333;КУП
19.01.1998;16262,04;15294,44;17578,18;765,9033333;-108,4278333;874,3311667;КУП
26.01.1998;17073,33;15999,94;17460,46;810,4416667;-107,0131667;917,4548333;КУП
02.02.1998;16776,82;16704,06;17362,84;703,4416667;-87,557;790,9986667;КУП
09.02.1998;17205;17018,38;17262,05;119,4166667;-102,3801667;221,7968333;КУП
16.02.1998;16775,52;16919,11;17146,26;-306,065;-123,2946667;-182,7703333;ПРОД
23.02.1998;16609,49;16863,34;17014,07;-34,03;-140,3918333;106,3618333;КУП
02.03.1998;17264,34;16883,12;16933,94;57,55833333;-54,09033333;111,6486667;КУП
09.03.1998;16972,53;16948,79;16872,22;88,615;-52,52033333;141,1353333;КУП
16.03.1998;16861,14;17032,67;16799,56;92,99;-78,13716667;171,1271667;КУП
23.03.1998;16868,83;16900,83;16739,98;-239,6966667;-53,03433333;-186,6623333;ПРОД
30.03.1998;16263,04;16664,34;16682,94;-288,8266667;-55,774;-233,0526667;ПРОД
06.04.1998;15705,99;16279,29;16585,34;-459,3266667;-117,8725;-341,4541667;ПРОД
13.04.1998;16317,58;16095,54;16530,40;-83,1;-33,61316667;-49,48683333;ПРОД
20.04.1998;15697,1;15906,89;16446,93;-191,095;-97,74066667;-93,35433333;ПРОД
27.04.1998;15649,95;15888,21;16369,02;66,30333333;-75,126;141,4293333;КУП
04.05.1998;15601,1;15649,38;16294,90;-348,9;-72,22966667;-276,6703333;ПРОД
11.05.1998;15381,9;15544,32;16234,14;-38,18666667;-54,07866667;15,892;КУП
18.05.1998;15384,47;15455,82;16170,47;-80,20666667;-65,122;-15,08466667;ПРОД
25.05.1998;15783,12;15516,50;16128,63;135,2566667;-30,928;166,1846667;КУП
01.06.1998;15321,03;15496,21;16090,70;-60,77166667;-35,97483333;-24,79683333;ПРОД
08.06.1998;15294,71;15466,29;16077,28;-34,735;-1,159333333;-33,57566667;ПРОД
15.06.1998;14825,17;15146,97;16028,67;-464,015;-66,19933333;-397,8156667;ПРОД
22.06.1998;15309,09;15142,99;15981,59;153,6883333;-46,322;200,0103333;КУП
29.06.1998;15365,73;15166,66;15926,86;37,5;-58,5515;96,0515;КУП
06.07.1998;16350,45;15675,09;15934,16;750,8033333;38,30833333;712,495;КУП
13.07.1998;16360,39;16025,52;15949,19;271,4366667;18,902;252,5346667;КУП
20.07.1998;16570,78;16427,21;16008,24;427,3083333;81,05233333;346,256;КУП
27.07.1998;15944,36;16291,84;16047,21;-403,8866667;28,934;-432,8206667;ПРОД
03.08.1998;16165,08;16226,74;16087,48;-29,97333333;40,92633333;-70,89966667;ПРОД
10.08.1998;15626,42;15911,95;16119,55;-439,6283333;27,96166667;-467,59;ПРОД
17.08.1998;14794,66;15528,72;16070,64;-417,4566667;-89,402;-328,0546667;ПРОД
24.08.1998;14988,36;15136,48;16001,14;-396,7433333;-79,79216667;-316,9511667;ПРОД
31.08.1998;14107,89;14630,30;15912,17;-563,145;-98,697;-464,448;ПРОД
07.09.1998;14790,06;14628,77;15831,68;250,7883333;-76,26483333;327,0531667;КУП
14.09.1998;14227,37;14375,11;15746,74;-379,7283333;-87,1585;-292,5698333;ПРОД
21.09.1998;13597,3;14204,91;15646,33;-128,4633333;-108,1403333;-20,323;ПРОД
28.09.1998;13909,37;13911,35;15534,50;-355,2466667;-117,5453333;-237,7013333;ПРОД
05.10.1998;12948,12;13484,93;15400,35;-492,8433333;-145,3043333;-347,539;ПРОД
12.10.1998;13555,01;13470,83;15290,15;192,0633333;-98,233;290,2963333;КУП
19.10.1998;13567,2;13356,78;15180,09;-164,0366667;-109,9793333;-54,05733333;ПРОД
26.10.1998;13843,46;13655,22;15099,44;504,6983333;-65,95183333;570,6501667;КУП
02.11.1998;13952,75;13787,80;15041,00;49,64666667;-47,33566667;96,98233333;КУП
09.11.1998;14194,54;13996,92;14970,23;247,38;-76,93133333;324,3113333;КУП
16.11.1998;14428,27;14191,85;14927,94;187,8483333;-28,0575;215,9058333;КУП
23.11.1998;14779,94;14467,58;14898,94;316,1266667;-22,35333333;338,48;КУП
30.11.1998;14883,7;14697,30;14875,02;206,715;-21,36983333;228,0848333;КУП
07.12.1998;14723,49;14795,71;14853,08;32,75;-20,96383333;53,71383333;КУП
14.12.1998;14111,62;14572,94;14810,65;-383,3633333;-52,669;-330,6943333;ПРОД
21.12.1998;14152,95;14329,35;14756,31;-253,9883333;-60,29433333;-193,694;ПРОД
28.12.1998;13709,06;13991,21;14702,58;-385,4233333;-53,429;-331,9943333;ПРОД
04.01.1999;13415,89;13759,30;14639,95;-178,7933333;-67,07483333;-111,7185;ПРОД
11.01.1999;13368,48;13497,81;14591,39;-276,28;-41,52083333;-234,7591667;ПРОД
18.01.1999;13805,06;13529,81;14541,26;178,745;-50,92333333;229,6683333;КУП
25.01.1999;14208,81;13794,12;14502,69;380,46;-32,77883333;413,2388333;КУП
01.02.1999;14465,18;14159,68;14439,85;416,1966667;-74,9815;491,1781667;КУП
08.02.1999;13992,49;14222,16;14360,92;-89,06833333;-86,97383333;-2,0945;ПРОД
15.02.1999;14054,72;14170,80;14277,05;-108,2833333;-86,338;-21,94533333;ПРОД
22.02.1999;14256,67;14101,29;14220,80;-78,57333333;-42,45016667;-36,12316667;ПРОД
01.03.1999;14221,75;14177,71;14156,02;149,3816667;-69,03833333;218,42;КУП
08.03.1999;14779,05;14419,16;14127,77;323,955;-9,979666667;333,9346667;КУП
15.03.1999;15779,6;14926,80;14160,61;640,7433333;63,36983333;577,3735;КУП
22.03.1999;16378,78;15645,81;14206,95;824,6933333;53,10533333;771,588;КУП
29.03.1999;16008,84;16055,74;14270,32;255,39;71,87383333;183,5161667;КУП
05.04.1999;16334,78;16240,80;14321,81;72,625;45,5535;27,0715;КУП
12.04.1999;16507,4;16283,67;14397,81;-28,22;88,25616667;-116,4761667;ПРОД
19.04.1999;16674,21;16505,46;14500,37;311,2483333;115,845;195,4033333;КУП
26.04.1999;16918,51;16700,04;14600,68;180,97;99,17516667;81,79483333;КУП
03.05.1999;16701,53;16764,75;14725,79;-0,223333333;137,5181667;-137,7415;ПРОД
10.05.1999;16977,01;16865,68;14839,86;119,045;108,5431667;10,50183333;КУП
17.05.1999;16421,02;16699,85;14934,99;-299,2116667;85,65766667;-384,8693333;ПРОД
24.05.1999;16390,49;16596,17;15019,89;-72,605;79,78783333;-152,3928333;ПРОД
31.05.1999;16111,65;16307,72;15091,85;-380,84;65,4945;-446,3345;ПРОД
07.06.1999;16475,89;16326,01;15167,89;171,6616667;78,08583333;93,57583333;КУП
14.06.1999;17188,82;16592,12;15259,91;390,02;100,005;290,015;КУП
21.06.1999;17738,85;17134,52;15358,54;680,545;101,9363333;578,6086667;КУП
28.06.1999;17610,58;17512,75;15449,44;296,145;87,02883333;209,1161667;КУП
05.07.1999;18135,06;17828,16;15563,16;284,005;125,1305;158,8745;КУП
12.07.1999;18274,18;18006,61;15701,91;109,9583333;151,2685;-41,31016667;ПРОД
19.07.1999;18532,58;18313,94;15847,90;371,7783333;149,6055;222,1728333;КУП
26.07.1999;17491,34;18099,37;15973,97;-475,5266667;116,1201667;-591,6468333;ПРОД
02.08.1999;17825,7;17949,87;16120,97;-116,9533333;157,4525;-274,4058333;ПРОД
09.08.1999;17190,45;17502,50;16248,37;-596,3183333;117,6016667;-713,92;ПРОД
16.08.1999;17826,03;17614,06;16382,40;391,0333333;137,349;253,6843333;КУП
23.08.1999;18233,55;17750,01;16516,56;148,1433333;134,2208333;13,9225;КУП
30.08.1999;17918,97;17992,85;16631,68;296,285;105,6105;190,6745;КУП
06.09.1999;17756,51;17969,68;16757,15;-156,18;130,6378333;-286,8178333;ПРОД
13.09.1999;17909,29;17861,59;16885,64;-150,5433333;129,9948333;-280,5381667;ПРОД
20.09.1999;17575,26;17747,02;16996,26;-117,8116667;101,6866667;-219,4983333;ПРОД
27.09.1999;16821,06;17435,20;17082,90;-410,44;74,65566667;-485,0956667;ПРОД
04.10.1999;17763,71;17386,68;17182,39;83,11833333;105,9111667;-22,79283333;ПРОД
11.10.1999;18062,18;17548,98;17258,47;267,7233333;64,38466667;203,3386667;КУП
18.10.1999;17275,33;17700,41;17288,36;145,9816667;6,7845;139,1971667;КУП
25.10.1999;17648,79;17662,10;17343,02;-133,1716667;67,055;-200,2266667;ПРОД
01.11.1999;17996,92;17640,35;17398,43;-13,47666667;55,7745;-69,25116667;ПРОД
08.11.1999;18240,98;17962,23;17456,22;493,7016667;58,97666667;434,725;КУП
15.11.1999;18198,09;18145,33;17507,01;113,7083333;47,301;66,40733333;КУП
22.11.1999;18822,12;18420,40;17570,46;321,05;69,7825;251,2675;КУП
29.11.1999;18850,27;18623,49;17642,09;167,1116667;75,71016667;91,4015;КУП
06.12.1999;18507,2;18726,53;17693,10;53,00666667;40,69716667;12,3095;КУП
13.12.1999;18205,08;18520,85;17752,56;-360,0383333;63,69983333;-423,7381667;ПРОД
20.12.1999;18175,49;18295,92;17812,06;;;;
27.12.1999;18546,9;18309,16;17893,24;;;;
